date,hospital_id,drug_name,inventory,demand
2024-01-01,Hosp_A,Paracetamol,152,61
2024-01-01,Hosp_A,Ibuprofen,142,24
2024-01-01,Hosp_A,Amoxicillin,156,81
2024-01-01,Hosp_A,Metformin,70,92
2024-01-01,Hosp_A,Atorvastatin,124,84
2024-01-01,Hosp_B,Paracetamol,137,33
2024-01-01,Hosp_B,Ibuprofen,180,31
2024-01-01,Hosp_B,Amoxicillin,102,11
2024-01-01,Hosp_B,Metformin,137,39
2024-01-01,Hosp_B,Atorvastatin,87,11
2024-01-01,Hosp_C,Paracetamol,70,42
2024-01-01,Hosp_C,Ibuprofen,107,31
2024-01-01,Hosp_C,Amoxicillin,138,58
2024-01-01,Hosp_C,Metformin,108,51
2024-01-01,Hosp_C,Atorvastatin,64,71
2024-01-02,Hosp_A,Paracetamol,100,64
2024-01-02,Hosp_A,Ibuprofen,113,12
2024-01-02,Hosp_A,Amoxicillin,100,16
2024-01-02,Hosp_A,Metformin,70,82
2024-01-02,Hosp_A,Atorvastatin,67,13
2024-01-02,Hosp_B,Paracetamol,138,69
2024-01-02,Hosp_B,Ibuprofen,63,18
2024-01-02,Hosp_B,Amoxicillin,139,62
2024-01-02,Hosp_B,Metformin,179,93
2024-01-02,Hosp_B,Atorvastatin,141,69
2024-01-02,Hosp_C,Paracetamol,57,56
2024-01-02,Hosp_C,Ibuprofen,84,87
2024-01-02,Hosp_C,Amoxicillin,130,45
2024-01-02,Hosp_C,Metformin,99,13
2024-01-02,Hosp_C,Atorvastatin,51,15
2024-01-03,Hosp_A,Paracetamol,103,13
2024-01-03,Hosp_A,Ibuprofen,103,72
2024-01-03,Hosp_A,Amoxicillin,195,99
2024-01-03,Hosp_A,Metformin,93,43
2024-01-03,Hosp_A,Atorvastatin,63,57
2024-01-03,Hosp_B,Paracetamol,64,81
2024-01-03,Hosp_B,Ibuprofen,89,94
2024-01-03,Hosp_B,Amoxicillin,131,62
2024-01-03,Hosp_B,Metformin,73,35
2024-01-03,Hosp_B,Atorvastatin,173,50
2024-01-03,Hosp_C,Paracetamol,64,54
2024-01-03,Hosp_C,Ibuprofen,114,98
2024-01-03,Hosp_C,Amoxicillin,120,18
2024-01-03,Hosp_C,Metformin,137,10
